COPY 1/60/106	TranskribusXML/p193.xml	N	C15163856	KGKCZVARHMCSPALELVKTRFEE
COPY 1/60/107	TranskribusXML/p194.xml	Y	C15163857	LTOUKUCYEFHHNWQMLQKGGMPM
COPY 1/60/107	TranskribusXML/p195.xml	N	C15163857	OUERNFXEGVWWGNCNJFJBIHQU
COPY 1/60/108	TranskribusXML/p196.xml	Y	C15163858	CDYIAYXYYMWQWFVJZWGAGOPM
COPY 1/60/108	TranskribusXML/p197.xml	N	C15163858	ENHHXSFNINJVWTCWSSYIBREQ
COPY 1/60/109	TranskribusXML/p198.xml	Y	C15163859	QTFZTCUVWENGHWXDIJLNPYWU
COPY 1/60/109	TranskribusXML/p199.xml	N	C15163859	WXXEPATHILDOVCMCYEACWFIN
COPY 1/60/110	TranskribusXML/p200.xml	Y	C15163860	JPPSNOGZAWJVCOLOMPCFBJOQ
COPY 1/60/110	TranskribusXML/p201.xml	YN	C15163860	LAVLRRYWVUQEABRWTQMJOCGX
COPY 1/60/111	TranskribusXML/p202.xml	Y	C15163861	JNXUVIHGBYWSUFAALCAGMCKL
COPY 1/60/111	TranskribusXML/p203.xml	N	C15163861	KKFMYLZQDIYVYCOZCJQBADXQ
COPY 1/60/112	TranskribusXML/p204.xml	Y	C15163862	FAVZYOOYYRUDBBPURTLSFWKX
COPY 1/60/112	TranskribusXML/p205.xml	N	C15163862	KUPMOXLSNNQSKGYFVYEBLMWE
COPY 1/60/113	TranskribusXML/p206.xml	Y	C15163863	HSROFAAEKMCJKMZREVWIRYFV
COPY 1/60/113	TranskribusXML/p207.xml	N	C15163863	WMPPVXFVGGDTODAQLOEWZKMT
COPY 1/60/114	TranskribusXML/p208.xml	Y	C15163864	OIQWVGPGXOGFQGRGDZECXVND
COPY 1/60/114	TranskribusXML/p209.xml	N	C15163864	DAAPNZILEGMLQRNKSLWZWVHU
COPY 1/60/115	TranskribusXML/p210.xml	Y	C15163865	OFFEIGPPRLHLBYFJKGWKJENZ
COPY 1/60/115	TranskribusXML/p211.xml	N	C15163865	RZTRPFTIPBAEIFERWJDAKYUF
COPY 1/60/116	TranskribusXML/p212.xml	Y	C15163866	PQAUABMBRXEDNQTAZNUPTHBU
COPY 1/60/116	TranskribusXML/p213.xml	N	C15163866	DPCCITVNNNOBWHFRTOUYIDLL
COPY 1/60/117	TranskribusXML/p214.xml	Y	C15163867	YBULPBIXNVDGUSIYJRIRKFNR
COPY 1/60/117	TranskribusXML/p215.xml	N	C15163867	BLXIKPSUPZIPGPKTWGDFLHJR
COPY 1/60/118	TranskribusXML/p216.xml	Y	C15163868	VZUIHIPTHRWYJTTSMSYMQWOX
COPY 1/60/118	TranskribusXML/p217.xml	N	C15163868	BVQJHMSNLBBHCWNQASIQPXZS
COPY 1/60/119	TranskribusXML/p218.xml	Y	C15163869	BQJITYJQCXMLJRCHJWXXZMRE
COPY 1/60/119	TranskribusXML/p219.xml	N	C15163869	CKAZPXYTTRQYXODPVSJSZYUI
COPY 1/60/120	TranskribusXML/p220.xml	Y	C15163870	DINJXLCZSQPDZUKMRFDPILZP
COPY 1/60/120	TranskribusXML/p221.xml	N	C15163870	OVLMSYHYZWTCNMRVFSYDTKXR
COPY 1/60/121	TranskribusXML/p222.xml	Y	C15163871	WBYILLWPCMTPWBIRVVJUXTQH
COPY 1/60/122	TranskribusXML/p223.xml	Y	C15163872	GSQJCXADDHCLHNRLKPESAOEY
COPY 1/60/122A	TranskribusXML/p224.xml	Y		IDFRAFSRUHCUBRFLUBTIQGEA
COPY 1/60/123	TranskribusXML/p225.xml	Y	C15163873	RLLXCZDISLTBYHBGHOWMGQZG
COPY 1/60/123	TranskribusXML/p226.xml	N	C15163873	GZNXTPCBFJQLSNDGNKZTSXJL
COPY 1/60/124	TranskribusXML/p227.xml	Y	C15163874	LEPVMZJYYPKUFKAUZASOUQMY
COPY 1/60/124	TranskribusXML/p228.xml	N	C15163874	ROXMEUXTAYOSQHSZBPUVCESJ
COPY 1/60/125	TranskribusXML/p229.xml	Y	C15163875	YAQOBSZMHQLTEHFREKTEMOCA
COPY 1/60/126	TranskribusXML/p230.xml	Y	C15163876	NPMHBQEJYMHFMIWQIPAWYTYF
COPY 1/60/127	TranskribusXML/p231.xml	Y	C15163877	GBRTUWWNERONKROGYQNAQNPP
COPY 1/60/127	TranskribusXML/p232.xml	N	C15163877	BYWHSCANLXCXWVTTOOXFOPNT
COPY 1/60/128	TranskribusXML/p233.xml	Y	C15163878	VDZYRNLTPBGTYKTCLEHLHPIX
COPY 1/60/128	TranskribusXML/p234.xml	N	C15163878	JXIQQZXTJUQSBLKODIZIVTQL
COPY 1/60/129	TranskribusXML/p235.xml	Y	C15163879	DZASKJNTBPCFMTWRLTPJVDGH
COPY 1/60/129	TranskribusXML/p236.xml	N	C15163879	TDHXQQTANKJPBSNFGTPINUFM
COPY 1/60/130	TranskribusXML/p237.xml	Y	C15163880	BFWPOJDJFTDBWYXAUIWBXYRL
